Schema item,Kind,Data type,Extends,Restricts,Abstract,Subst Group,Comment,Namespace
eDispositionAction_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eDrying_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eDueLevel_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eElementType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eEmbossingDirection,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eEmbossingEdgeShare,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eEmbossingLevel,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eEmbossingType,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eEncoding_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eEncoding1_,global simpleType,jdftyp:NMTOKEN,,,,,"",JDFTypes.xsd
eEndStatusOfNode_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eErrorState_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eExecutionPolicy,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eExposedMediaColorType,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eExposedMediaProofQuality,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eExposedMediaProofType,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eFeederSynchronization_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eFillColorType_,global simpleType,jdftyp:NMTOKEN,,,,,"",JDFTypes.xsd
eFinishingOrder_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eFirstSurface_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eFitPolicyGutterPolicy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eFitPolicyRotatePolicy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eFitPolicySizePolicy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eFlushPolicy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eFolioCount_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eFontType_,global simpleType,jdftyp:NMTOKEN,,,,,"",JDFTypes.xsd
eFountainSolution_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eFrom_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eGlueType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eGluingTechnique_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eGrainDirection_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eHoleReferenceEdge_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eHoleShape_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eHoleType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eHoleType1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eHoleTypes_,global simpleType,,,,,,"",JDFTypes.xsd
eHoleTypes1_,global simpleType,,,,,,"",JDFTypes.xsd
eICCOutputProfileUsage_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eICCProfileUsage_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eIconType_,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
eIconTypes_,global simpleType,,,,,,"",JDFTypes.xsd
eIDPFinishings,global simpleType,xs:integer,,,,,"",JDFTypes.xsd
eIDPParamsJobSheetOccurence,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eIDPParamsJobSheetType,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eIDPParamsStitchingPosition,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eIDPParamsStitchingRefEdge,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eIllumination_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eImagableSide_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eImageDownsampleType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eImageFlipped_,global simpleType,jdftyp:NMTOKEN,,,,,"",JDFTypes.xsd
eImageMaskType_,global simpleType,jdftyp:NMTOKEN,,,,,"",JDFTypes.xsd
eImageReplacementStrategy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eImageShiftPosition1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eImageShiftPosition2_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eImageTrapPlacement_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eImageType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eIncludeInBundleItem_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eIncludePerPage_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eIncorrectComponentQuality_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eInkState_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eIntentPriority_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eLaminatingMethod_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ElementColorParams,global element,jdf:ElementColorParams_r,,,,jdf:Resource,"",JDFResource.xsd
ElementColorParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ElementColorParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ElementColorParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ElementColorParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ElementColorParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ElementColorParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ElementColorParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
eListPolicy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eListType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eLocation_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMappingSelection_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMarkJustification_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMarkOrientation_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMarkPosition_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMarkUsage_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMaterial_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMaterial1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
Embossing,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
EmbossingIntent,global element,jdf:EmbossingIntent_r,,,,jdf:Resource,"",JDFResource.xsd
EmbossingIntent_EmbossingItem_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
EmbossingIntent_r,global complexType,,jdf:IntentResource,,,,"",JDFResource.xsd
EmbossingIntent_rp,global complexType,,jdf:IntentResourceLeaf,,,,"",JDFResource.xsd
EmbossingIntentAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
EmbossingIntentAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
EmbossingIntentAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
EmbossingIntentLink,global element,jdf:IntentLink,,,,jdf:ResourceLink,"",JDFResource.xsd
EmbossingParams,global element,jdf:EmbossingParams_r,,,,jdf:Resource,"",JDFResource.xsd
EmbossingParams_Emboss_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
EmbossingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
EmbossingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
EmbossingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
EmbossingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
EmbossingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
EmbossingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
EmbossingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
EmbossingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
eMeasurementFilter_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMediaSide_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMediaType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMediaUnit_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMessageFamily_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMethod_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMirrorAround_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMirrorMargins_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eModification_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eMounting_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
Employee,global element,jdf:Employee_r,,,,jdf:Resource,"",JDFResource.xsd
Employee_r,global complexType,,jdf:ImplementationResource,,,,"",JDFResource.xsd
Employee_re,global complexType,,jdf:ResourceElement,,,,"",JDFResource.xsd
Employee_rp,global complexType,,jdf:ImplementationResourceLeaf,,,,"",JDFResource.xsd
EmployeeAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
EmployeeAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
EmployeeAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
EmployeeDef,global element,jdf:EmployeeDef_m,,,,jdf:QueryTypeObj,"",JDFMessage.xsd
EmployeeDef_m,global complexType,,jdf:QueryTypeObj_,,,,"",JDFMessage.xsd
EmployeeLink,global element,jdf:ImplementationLink,,,,jdf:ResourceLink,"",JDFResource.xsd
EndSheetGluing,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
EndSheetGluingParams,global element,jdf:EndSheetGluingParams_r,,,,jdf:Resource,"",JDFResource.xsd
EndSheetGluingParams_EndSheet_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
EndSheetGluingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
EndSheetGluingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
EndSheetGluingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
EndSheetGluingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
EndSheetGluingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
EndSheetGluingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
EndSheetGluingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
EndSheetGluingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
eNodePhaseTimeStatus_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eNodeStatus_,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
eNodeStatuses_,global simpleType,,,,,,"",JDFTypes.xsd
eNotificationClass_,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
eNotificationClasses_,global simpleType,,,,,,"",JDFTypes.xsd
EnumerationEvaluation,global complexType,,jdf:AbstractEvaluation,,,,"",JDFCapability.xsd
EnumerationEvaluation,global element,jdf:EnumerationEvaluation,,,,jdf:AbstractTerms,"",JDFCapability.xsd
EnumerationSpan,global complexType,,jdf:AbstractSpan,,,,"",JDFCore.xsd
EnumerationState,global complexType,,jdf:DevCapState,,,,"",JDFCapability.xsd
EnumerationState,global element,jdf:EnumerationState,,,,jdf:AbstractStates,"",JDFCapability.xsd
eOpacity_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eOpening_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eOperation_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eOrder_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eOrder1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eOrientation1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eOutputColorSpace_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eOutputType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eOverwritePolicy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eOwnership_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePackaging_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePackagingList_,global simpleType,,,,,,"",JDFTypes.xsd
ePageDelivery_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePageOrder_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePalletType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePalletWrapping_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePartitionKeys_,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
ePartitionKeysList_,global simpleType,,,,,,"",JDFTypes.xsd
ePartUsage_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePDFXTrapped_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePlacedObjType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePlasCombType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePolarity_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePoolStatus_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePortraitOrLandscape_,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
ePosition_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePosition1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePositionX_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePositionY_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePreflightStatus_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePreflightStatus2_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePresentationDirection_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePresentationDirection1_,global simpleType,jdftyp:NMTOKEN,,,,,"",JDFTypes.xsd
ePresentValueList,global simpleType,,,,,,"",JDFTypes.xsd
ePreviewFileType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePreviewType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePreviewType1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePrintingType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ePrintQuality_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eProofRenderingIntent_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eProofType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eProperty_,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
ePropertyList_,global simpleType,,,,,,"",JDFTypes.xsd
ePurpose_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eQueueEntryDetails_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eQueueEntryStatus_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eQueueEntryStatus1_,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
eQueueEntryStatusList_,global simpleType,,,,,,"",JDFTypes.xsd
eQueueStatus_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eReason_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eReferenceEdge_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eRenderingIntent_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eRenderingIntent1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eRepeatPolicy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eResolutionReductionStrategy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eResourceClass_,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
eResourceClasses_,global simpleType,,,,,,"",JDFTypes.xsd
eResourceInfo_m_Level_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eResourceStatus_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eRingSystem_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eRotate_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eRotatePolicy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
Error,global element,,jdf:NotificationDetails,,,jdf:NotificationDetails,"",JDFCore.xsd
eSampleBacking_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eScreeningType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSegmentation_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSetSplitBy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSettingsPolicy_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSeverity_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSewingPattern_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSewingPattern1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eShadingType_,global simpleType,jdftyp:NMTOKEN,,,,,"",JDFTypes.xsd
eShapeType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSheetLay_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSheetLay1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSheetType,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSheetUsage_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eShrinkingMethod_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eShutDownType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSide1_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSide2_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSides_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSides2_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSides3_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSides4_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSizeIntentType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSourceCSs_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSourceObject_,global simpleType,jdftyp:string,,,,,"",JDFTypes.xsd
eSourceObjects_,global simpleType,,,,,,"",JDFTypes.xsd
eSpanDataType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eSpawnStatus_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eStapleShape_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eStatusQu_m_DeviceDetails_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eStatusQu_m_JobDetails_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eStitchType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eStrappingType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eStripMaterial_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eThreadMaterial_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eTightBacking_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eTo_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eTransferFunctionInfo_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eTransferFunctionSource_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eTransformationContext_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eTrapEndStyle_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eTrapJoinStyle_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eTrapPlacement_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eTrimmingType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eTypeOrder_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eUCRandBGInfo_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eUpdateMethod_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eUsage_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eUserDisplay,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eValueUsage_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
Event,global element,,jdf:NotificationDetails,,,jdf:NotificationDetails,"",JDFCore.xsd
eWhiteBase_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eWireCombMaterial_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eWireCombShape_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eWorkingDirection_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eWorkType_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
eWrappingKind_,global simpleType,xs:NMTOKEN,,,,,"",JDFTypes.xsd
ExposedMedia,global element,jdf:ExposedMedia_r,,,,jdf:Resource,"",JDFResource.xsd
ExposedMedia_r,global complexType,,jdf:HandlingResource,,,,"",JDFResource.xsd
ExposedMedia_re,global complexType,,jdf:PhysicalResourceElement,,,,"",JDFResource.xsd
ExposedMedia_rp,global complexType,,jdf:HandlingResourceLeaf,,,,"",JDFResource.xsd
ExposedMediaAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ExposedMediaAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ExposedMediaAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ExposedMediaLink,global element,jdf:HandlingLink,,,,jdf:ResourceLink,"",JDFResource.xsd
FCNKey,global element,,jdf:NotificationDetails,,,jdf:NotificationDetails,"",JDFCore.xsd
FeaturePool,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
Feeding,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
FeedingParams,global element,jdf:FeedingParams_r,,,,jdf:Resource,"",JDFResource.xsd
FeedingParams_CollatingItem_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
FeedingParams_Feeder_FeederQualityParams_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
FeedingParams_Feeder_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
FeedingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
FeedingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
FeedingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
FeedingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
FeedingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
FeedingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
FeedingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
FeedingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
FileSpec,global element,jdf:FileSpec_r,,,,jdf:Resource,"",JDFResource.xsd
FileSpec_Container_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
FileSpec_FileAlias_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
FileSpec_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
FileSpec_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
FileSpec_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
FileSpecAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
FileSpecAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
FileSpecAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
FileSpecLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
FillProperties,global attributeGroup,,,,,,"",JDFResource.xsd
FilmToPlateCopying,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
FilmToPlateCopyingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
FitPolicy,global element,jdf:FitPolicy_r,,,,jdf:Resource,"",JDFResource.xsd
FitPolicy_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
FitPolicy_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
FitPolicy_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
FitPolicyAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
FitPolicyAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
FitPolicyAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
FitPolicyLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
FlushedResources,global element,jdf:FlushedResources_m,,,,jdf:ResponseTypeObj,"",JDFMessage.xsd
FlushedResources_m,global complexType,,jdf:ResponseTypeObj_,,,,"",JDFMessage.xsd
FlushQueueInfo,global element,jdf:FlushQueueInfo_m,,,,jdf:ResponseTypeObj,"",JDFMessage.xsd
FlushQueueInfo_m,global complexType,,jdf:ResponseTypeObj_,,,,"",JDFMessage.xsd
FlushQueueParams,global element,jdf:FlushQueueParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
FlushQueueParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
FlushResourceParams,global element,jdf:FlushResourceParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
FlushResourceParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
